name,pop_2008,pop_2018,bagrut_2018,academic_2018,academic_2008,bagrut_2008,shnot_limud_16_plus_2008,shnot_limud_16_plus_2018,year_median_imcome_2018,year_median_imcome_2008,mounth_median_imcome_2008,mounth_median_imcome_2018,groth_rate,bagrut_groth_rate,academic_groth_rate,income_groth_rate,shiur_bagrut_2008,shiur_bagrut_2018,shiur_academic_2008,shiur_academic_2018,pop_groth_rate,e_s_normal_grouth
אשדוד 321,4429,4651,2449,962,752,2048,2720,3038,79600,55700,5000,7100,.0501241815308195,.19580078125,.279255319148936,.42,46.2406863851885,52.6553429370028,16.9790020320614,20.6837239303376,5.01241815308195,1
אשדוד 317,4430,5034,2394,1020,745,1810,2583,3162,85400,65900,5900,7700,.136343115124153,.322651933701658,.369127516778524,.305084745762712,40.8577878103837,47.5566150178784,16.8171557562077,20.2622169249106,13.6343115124153,1
אשדוד 316,5180,5929,2836,1262,936,2082,2936,3659,86700,64900,5800,7900,.144594594594595,.362151777137368,.348290598290598,.362068965517241,40.1930501930502,47.8326867937258,18.0694980694981,21.2852082981953,14.4594594594595,1
אשדוד 315,3655,4158,2253,1085,866,1861,2253,2531,93900,65500,5800,8300,.137619699042408,.210639441160666,.252886836027714,.431034482758621,50.9165526675787,54.1847041847042,23.6935704514364,26.0942760942761,13.7619699042408,1
אשדוד 314,5174,6299,2839,1230,886,2118,3068,3764,83600,61700,5700,7600,.217433320448396,.340415486307838,.388261851015801,.333333333333333,40.9354464630847,45.070646134307,17.1240819482026,19.5269090331799,21.7433320448396,1
אשדוד 312,1121,1359, , , , , , , , , , ,.212310437109724, , , , , , , ,21.2310437109724,0
אשדוד 311,1006,2332,962,458, , , ,1369,95300, , ,8500,1.31809145129225, , , , ,41.2521440823328, ,19.6397941680961,131.809145129225,0
אשדוד 244,2372,2344,919,416,442,980,1556,1450,79500,59800,5700,7400,-.0118043844856661,-.0622448979591836,-.0588235294117647,.298245614035088,41.3153456998314,39.2064846416382,18.6340640809444,17.7474402730375,-1.18043844856661,1
אשדוד 243,3216,3130,1275,562,457,1195,2016,2019,84100,57900,5400,7500,-.0267412935323383,.0669456066945606,.229759299781182,.388888888888889,37.157960199005,40.7348242811502,14.2101990049751,17.9552715654952,-2.67412935323383,1
אשדוד 242,2868,2631,984,322,296,942,1802,1803,68500,47100,4300,6200,-.0826359832635983,.0445859872611465,.0878378378378379,.441860465116279,32.8451882845188,37.400228050171,10.3207810320781,12.2386925123527,-8.26359832635983,1
אשדוד 241,5531,5727,2143,774,723,1941,3455,3631,78800,54200,5000,7100,.0354366299041764,.104070066975786,.0705394190871369,.42,35.0931115530645,37.4192421861358,13.0717772554692,13.5149292823468,3.54366299041764,1
אשדוד 234,4103,3888,1709,636,563,1601,2644,2640,70400,49700,4600,6400,-.0524006824274921,.0674578388507183,.129662522202487,.391304347826087,39.0202291006581,43.9557613168724,13.7216670728735,16.358024691358,-5.24006824274921,1
אשדוד 233,3916,3811,1622,626,535,1479,2489,2536,82600,56100,5200,7400,-.0268130745658836,.0966869506423258,.170093457943925,.423076923076923,37.7681307456588,42.5610076095513,13.661899897855,16.4261348727368,-2.68130745658836,1
אשדוד 232,2931,3172,1211,477,379,1020,1708,1942,79800,58500,5300,7100,.0822244967587853,.187254901960784,.258575197889182,.339622641509434,34.8004094165814,38.1778058007566,12.9307403616513,15.0378310214376,8.22244967587853,1
אשדוד 231,3730,3503,1459,574,458,1289,2319,2430,77400,53200,4800,6900,-.060857908847185,.13188518231187,.253275109170306,.4375,34.5576407506702,41.6500142734799,12.2788203753351,16.3859548958036,-6.0857908847185,1
אשדוד 223,3517,3777,1060,310,322,1129,2221,2294,59900,42600,4100,5600,.0739266420244526,-.0611160318866253,-.0372670807453416,.365853658536585,32.1012226329258,28.0646015356103,9.15553028148991,8.20757214720678,7.39266420244526,1
אשדוד 222,3900,3938,1042,268,298,1160,2432,2428,62600,42100,4100,5800,.0097435897435898,-.101724137931035,-.100671140939597,.414634146341463,29.7435897435897,26.4601320467242,7.64102564102564,6.80548501777552,.97435897435898,1
אשדוד 221,2796,3160,666,142,191,831,1752,1749,60900,41200,4000,5600,.130185979971388,-.1985559566787,-.256544502617801,.4,29.7210300429185,21.0759493670886,6.83118741058655,4.49367088607595,13.0185979971388,1
אשדוד 212,7081,7375,645,139,33,526,2188,3313,55600,43300,4100,5100,.0415195593842677,.226235741444867,3.21212121212121,.24390243902439,7.42832933201525,8.74576271186441,.46603587063974,1.88474576271186,4.15195593842677,1
אשדוד 211,10054,12230,1089,249,87,758,3407,5133,52800,38300,3800,5100,.216431271135866,.436675461741425,1.86206896551724,.342105263157895,7.53928784563358,8.90433360588716,.865327232942113,2.03597710547833,21.6431271135866,1
אשדוד 144,6687,7010,1506,458,499,1592,3629,3640,57200,39100,3900,5400,.0483026768356514,-.0540201005025126,-.0821643286573146,.384615384615385,23.8073874682219,21.4835948644793,7.46224016748916,6.53352353780314,4.83026768356514,1
אשדוד 143,4332,4716,971,257,223,873,2161,2653,58200,43100,4100,5500,.0886426592797784,.112256586483391,.152466367713004,.341463414634146,20.1523545706371,20.5894826123834,5.1477377654663,5.44953350296862,8.86426592797784,1
אשדוד 142,3052,3316,632,186,177,626,1690,1877,53400,37500,3700,5200,.0865006553079948,.00958466453674123,.0508474576271187,.405405405405405,20.5111402359109,19.059107358263,5.79947575360419,5.60916767189385,8.65006553079948,1
אשדוד 141,4703,5810,507,108,30,291,1716,2560,46100,34100,3400,4600,.235381671273655,.742268041237113,2.6,.352941176470588,6.18753986816925,8.7263339070568,.637890708058686,1.85886402753873,23.5381671273655,1
אשדוד 133,4603,4053,1463,499,524,1551,2902,2731,64100,43000,4200,6100,-.119487290897241,-.0567375886524822,-.0477099236641222,.452380952380952,33.6954160330219,36.0967184801382,11.3838800782099,12.3118677522823,-11.9487290897241,1
אשדוד 132,2088,1819, , ,204,687,1303, , ,42000,4100, ,-.128831417624521, , , ,32.9022988505747, ,9.77011494252874, ,-12.8831417624521,0
אשדוד 131,2284,2130,743,218,227,780,1439,1442,63700,44600,4200,6200,-.0674255691768827,-.0474358974358975,-.039647577092511,.476190476190476,34.1506129597198,34.8826291079812,9.93870402802102,10.2347417840376,-6.74255691768827,1
אשדוד 126,4029,3900,1569,546,483,1426,2594,2652,66000,43600,4300,6300,-.0320178704393149,.100280504908836,.130434782608696,.465116279069767,35.3933978654753,40.2307692307692,11.98808637379,14,-3.20178704393149,1
אשדוד 125,2624,2622,949,291,244,775,1455,1736,67000,41000,4100,6200,-.000762195121951192,.224516129032258,.192622950819672,.51219512195122,29.5350609756098,36.1937452326468,9.29878048780488,11.0983981693364,-.0762195121951192,1
אשדוד 123,3568,4032,1620,692,465,1256,2221,2432,69000,49300,4600,6500,.130044843049327,.289808917197452,.488172043010753,.41304347826087,35.2017937219731,40.1785714285714,13.0325112107623,17.1626984126984,13.0044843049327,1
אשדוד 122,2864,2723,1390,650,589,1350,1852,1865,63100,42200,4400,6100,-.049231843575419,.0296296296296297,.103565365025467,.386363636363636,47.1368715083799,51.0466397355857,20.5656424581006,23.8707308116048,-4.9231843575419,1
אשבל,79,125, , , , , , , , , , ,.582278481012658, , , , , , , ,58.2278481012658,0
אשבול,257,635, , , , , , , , , , ,1.47081712062257, , , , , , , ,147.081712062257,0
ארסוף,127,167, , , , , , , , , , ,.31496062992126, , , , , , , ,31.496062992126,0
אריאל 5,4103,6256,4013,1014,623,2651,3045,4288,41100,34400,3700,4600,.524737996587862,.513768389287061,.62760834670947,.243243243243243,64.6112600536193,64.1464194373402,15.184011698757,16.2084398976982,52.4737996587862,0
אריאל 4,4110,4099,2155,1026,880,1906,2390,2545,85000,66300,5900,7500,-.00267639902676398,.130640083945435,.165909090909091,.271186440677966,46.374695863747,52.573798487436,21.4111922141119,25.0304952427421,-.267639902676398,1
אריאל 3,4109,5274,2505,1230,803,1798,2571,3102,94200,63200,5600,8300,.283523971769287,.39321468298109,.531755915317559,.482142857142857,43.7576052567535,47.4971558589306,19.5424677537114,23.3219567690557,28.3523971769287,0
אריאל 2,2925,2703,1303,604,607,1330,1948,1804,85400,62900,5600,7700,-.0758974358974359,-.0203007518796993,-.00494233937397037,.375,45.4700854700855,48.2056973732889,20.7521367521368,22.3455419903811,-7.58974358974359,1
אריאל 1,2313,2123,1042,480,435,998,1531,1465,86800,62000,5500,7600,-.0821444012105491,.0440881763527055,.103448275862069,.381818181818182,43.1474275832253,49.0814884597268,18.8067444876783,22.6095148374941,-8.21444012105491,1
ארז,418,517, , , , , , , , , , ,.236842105263158, , , , , , , ,23.6842105263158,0
ארגמן,173,133, , , , , , , , , , ,-.23121387283237, , , , , , , ,-23.121387283237,0
ארבל,469,737, , , , , , , , , , ,.571428571428571, , , , , , , ,57.1428571428571,0
אפרת,6945,10088,4749,2991,1863,3011,2810,4228,83500,64900,6200,7800,.452555795536357,.577216871471272,.605475040257649,.258064516129032,43.3549316054716,47.0757335448057,26.8250539956803,29.6490880253767,45.2555795536357,0
אפק,479,684, , , , , , , , , , ,.427974947807933, , , , , , , ,42.7974947807933,0
אפיקים,1452,1494, , , , , , , , , , ,.0289256198347108, , , , , , , ,2.89256198347108,0
אפיק,222,329, , , , , , , , , , ,.481981981981982, , , , , , , ,48.1981981981982,0
אעבלין,11263,13128,2840,1077,612,1594,5850,7853,62100,46600,4300,5700,.165586433454675,.78168130489335,.759803921568627,.325581395348837,14.1525348486194,21.6331505179768,5.43372103347243,8.20383912248629,16.5586433454675,1
אספר,287,835, , , , , , , , , , ,1.90940766550523, , , , , , , ,190.940766550523,0
אניעם,453,531, , , , , , , , , , ,.172185430463576, , , , , , , ,17.2185430463576,0
אמציה,454,353, , , , , , , , , , ,-.222466960352423, , , , , , , ,-22.2466960352423,0
אמנון,261,319, , , , , , , , , , ,.222222222222222, , , , , , , ,22.2222222222222,0
אמירים,598,837, , , , , , , , , , ,.399665551839465, , , , , , , ,39.9665551839465,0
אמונים,880,980, , , , , , , , , , ,.113636363636364, , , , , , , ,11.3636363636364,0
אלקנה,3407,3812,2098,1302,1006,1737,1636,1793,96300,71800,6800,8700,.118872908717347,.20782959124928,.294234592445328,.279411764705882,50.9832697387731,55.0367261280168,29.5274434986792,34.1552990556139,11.8872908717347,1
אלקוש,320,292, , , , , , , , , , ,-.0875, , , , , , , ,-8.75,0
אלפי מנשה,6344,7865,3353,1675,1043,2327,3650,4478,106200,81700,7300,9400,.239754098360656,.440911044263,.605944391179291,.287671232876712,36.6803278688525,42.6319135410045,16.4407313997478,21.2968849332486,23.9754098360656,1
אלעזר,1733,2510,1121,674, , , ,981,92000, , ,8300,.448355452971725, , , , ,44.6613545816733, ,26.8525896414343,44.8355452971725,0
אלעד 7,6911,7996,1040,303,112,506,1817,2970,62900,39400,3900,5800,.156996093184778,1.05533596837945,1.70535714285714,.487179487179487,7.3216611199537,13.0065032516258,1.62060483287513,3.78939469734867,15.6996093184778,1
אלעד 5,4793,6316,813,217,153,603,1859,2528,52800,42300,4100,5100,.317755059461715,.348258706467662,.418300653594771,.24390243902439,12.5808470686418,12.872070930969,3.19215522637179,3.43571880937302,31.7755059461715,0
אלעד 4,5462,6542,732,201,167,606,2004,2408,58200,42400,4100,5600,.197729769315269,.207920792079208,.203592814371258,.365853658536585,11.0948370560234,11.1892387649037,3.05748809959722,3.07245490675634,19.7729769315269,1
אלעד 3,5125,5329,808,250,219,662,2073,2353,58700,42400,4300,5400,.0398048780487805,.220543806646526,.141552511415525,.255813953488372,12.9170731707317,15.1623193844999,4.27317073170732,4.69131169074873,3.98048780487805,1
אלעד 2,5808,6858,1106,325,235,746,2227,3121,58300,46000,4400,5500,.180785123966942,.482573726541555,.382978723404255,.25,12.8443526170799,16.1271507728201,4.04614325068871,4.7389909594634,18.0785123966942,1
אלעד 1,5797,7820,1018,341,277,843,2345,3552,58400,46500,4400,5400,.348973607038123,.207591933570581,.231046931407942,.227272727272727,14.5420044850785,13.0179028132992,4.77833362083836,4.36061381074169,34.8973607038123,0
אלמוג,154,252, , , , , , , , , , ,.636363636363636, , , , , , , ,63.6363636363636,0
אלמגור,275,389, , , , , , , , , , ,.414545454545455, , , , , , , ,41.4545454545455,0
אלישמע,1025,1200, , , , , , , , , , ,.170731707317073, , , , , , , ,17.0731707317073,0
אלישיב,564,734, , , , , , , , , , ,.301418439716312, , , , , , , ,30.1418439716312,0
אליקים,743,887, , , , , , , , , , ,.193808882907133, , , , , , , ,19.3808882907133,0
אליפלט,489,633, , , , , , , , , , ,.294478527607362, , , , , , , ,29.4478527607362,0
אליפז,97,152, , , , , , , , , , ,.56701030927835, , , , , , , ,56.701030927835,0
אליכין,2907,3485,1143,482,267,641,1569,2182,80800,57700,5300,7400,.198830409356725,.783151326053042,.805243445692884,.39622641509434,22.0502235982112,32.7977044476327,9.18472652218782,13.8307030129125,19.8830409356725,1
אלי-עד,245,401, , , , , , , , , , ,.636734693877551, , , , , , , ,63.6734693877551,0
אלונים,430,504, , , , , , , , , , ,.172093023255814, , , , , , , ,17.2093023255814,0
אלוני יצחק,317,302, , , , , , , , , , ,-.0473186119873817, , , , , , , ,-4.73186119873817,0
אלוני הבשן,278,446, , , , , , , , , , ,.60431654676259, , , , , , , ,60.431654676259,0
אלוני אבא,638,991, , , , , , , , , , ,.553291536050157, , , , , , , ,55.3291536050157,0
אלון שבות,2852,3151,1718,932,746,1244,1088,1529,66900,58600,5500,6400,.104838709677419,.381028938906752,.249329758713137,.163636363636364,43.6185133239832,54.5223738495716,26.1570827489481,29.57791177404,10.4838709677419,1
אלון מורה,1358,1947, , , , , , , , , , ,.433726067746686, , , , , , , ,43.3726067746686,0
אלון הגליל,895,1116, , , , , , , , , , ,.246927374301676, , , , , , , ,24.6927374301676,0
אלומות,218,410, , , , , , , , , , ,.880733944954128, , , , , , , ,88.0733944954129,0
אלומה,543,514, , , , , , , , , , ,-.0534069981583793, , , , , , , ,-5.34069981583793,0
אל סייד,3147,5664,653,137,17,121,1216,2715,55500,42300,4500,5500,.799809342230696,4.39669421487603,7.05882352941176,.222222222222222,3.844931680966,11.5289548022599,.540197013028281,2.41878531073446,79.9809342230696,0
אל -רום,262,392, , , , , , , , , , ,.49618320610687, , , , , , , ,49.618320610687,0
אל -עריאן,176,191, , , , , , , , , , ,.0852272727272727, , , , , , , ,8.52272727272727,0
אל -עזי,139,188, , , , , , , , , , ,.352517985611511, , , , , , , ,35.2517985611511,0
אכסאל,11918,14500,3231,1284,632,1766,5850,8410,59700,45500,4300,5600,.216647088437657,.82955832389581,1.03164556962025,.302325581395349,14.8179224702131,22.2827586206897,5.3029031716731,8.8551724137931,21.6647088437657,1
איתנים,79,80, , , , , , , , , , ,.0126582278481013, , , , , , , ,1.26582278481013,0
איתן,393,456, , , , , , , , , , ,.16030534351145, , , , , , , ,16.030534351145,0
איתמר,967,1238, , , , , , , , , , ,.280248190279214, , , , , , , ,28.0248190279214,0
אילת 36,3764,9479,2915,1083,307,910,2142,5496,95100,73200,6500,8400,1.51833156216791,2.2032967032967,2.52768729641694,.292307692307692,24.1764080765143,30.7521890494778,8.15621679064825,11.4252558286739,151.833156216791,0
אילת 35,2799,2782,794,251,195,615,1565,1683,90800,70000,6300,8000,-.00607359771346905,.291056910569106,.287179487179487,.26984126984127,21.9721329046088,28.5406182602444,6.96677384780279,9.02228612508986,-.607359771346905,1
אילת 34,2005,2203,853,318,185,564,1207,1461,86000,59500,5400,7700,.0987531172069827,.512411347517731,.718918918918919,.425925925925926,28.1296758104738,38.7199273717658,9.22693266832918,14.4348615524285,9.87531172069827,1
אילת 33,3747,3570,1325,521,410,1153,2256,2237,85400,61400,5800,7700,-.0472377902321858,.149176062445794,.270731707317073,.327586206896552,30.7712836936216,37.1148459383754,10.9420870029357,14.593837535014,-4.72377902321858,1
אילת 32,1745,1599, , , , , , , , , , ,-.0836676217765043, , , , , , , ,-8.36676217765043,0
אילת 31,3434,3580,1336,515,345,1103,2304,2522,79100,53300,5100,7300,.0425160163075131,.211242067089755,.492753623188406,.431372549019608,32.1199767035527,37.3184357541899,10.0465928945836,14.3854748603352,4.25160163075131,1
אילת 25,2816,2342,758,245,289,914,1901,1570,78400,57200,5300,7100,-.168323863636364,-.170678336980306,-.152249134948097,.339622641509434,32.4573863636364,32.3654995730145,10.2627840909091,10.4611443210931,-16.8323863636364,1
אילת 24,3798,3760,1426,562,450,1166,2298,2347,91700,65700,6000,8200,-.0100052659294365,.222984562607204,.248888888888889,.366666666666667,30.7003686150606,37.9255319148936,11.8483412322275,14.9468085106383,-1.00052659294365,1
אילת 23,6139,5936,1981,713,559,1654,3626,3758,80000,57400,5300,7300,-.0330672748004561,.19770253929867,.275491949910555,.377358490566038,26.9424987783027,33.372641509434,9.10571754357387,12.0114555256065,-3.30672748004561,1
אילת 22,2751,3023,1091,343,269,853,1605,1881,75700,53800,5100,7000,.098873137041076,.279015240328253,.275092936802974,.372549019607843,31.0069065794257,36.0899768441945,9.77826245001818,11.3463446907046,9.8873137041076,1
אילת 21,4400,3984,1165,331,312,1179,2936,2667,72300,48300,4700,6700,-.0945454545454546,-.0118744698897371,.0608974358974359,.425531914893617,26.7954545454545,29.2419678714859,7.09090909090909,8.30823293172691,-9.45454545454546,1
אילת 15,3997,4067,1280,416,220,931,2270,2827,74500,48000,4700,7000,.0175131348511384,.374865735767991,.890909090909091,.48936170212766,23.292469352014,31.4728300958938,5.50412809607205,10.2286697811655,1.75131348511384,1
